root;time_passes;gvn;instcombine;inline;jump_threading;simplifycfg;sccp;print_used_types;ipsccp;iv_users;licm;Performance
1;1;0;0;0;0;0;0;1;1;0;0;199.953333333333
1;1;0;0;0;0;0;0;0;1;0;1;213.266666666667
1;1;1;1;1;1;1;0;1;0;0;1;267.593333333333
1;1;1;1;1;1;1;0;0;1;1;1;263.82
1;1;1;1;1;1;1;0;1;1;1;1;267.51
1;1;0;1;1;1;1;1;0;1;1;1;251.523333333333
1;1;1;1;1;1;1;1;0;0;0;1;252.683333333333
1;1;1;1;1;1;1;1;0;0;1;1;264.743333333333
1;1;1;1;1;1;1;1;0;1;1;1;269.47
1;1;0;1;1;1;1;1;1;0;0;1;269.47
1;1;0;1;1;1;1;1;1;0;1;1;249.36
1;1;1;1;1;1;1;1;1;0;0;1;250.43
1;1;1;1;1;1;1;1;1;0;1;1;262.113333333333
1;1;0;1;1;1;1;1;1;1;0;1;267.173333333333
1;1;1;1;1;1;1;1;1;1;0;1;252.446666666667
1;1;0;1;1;1;1;1;1;1;1;1;265.816666666667
1;1;1;1;1;1;1;1;1;1;1;1;253.673333333333
1;1;0;0;0;0;0;1;1;1;0;0;204.176666666667
1;1;0;1;0;0;0;1;1;0;1;0;218.89
1;1;0;1;0;0;1;1;0;1;1;0;221.726666666667
1;1;0;1;1;0;0;0;0;1;0;0;227.013333333333
1;1;0;1;1;0;0;0;1;0;0;0;229.276666666667
1;1;0;1;1;0;0;1;0;0;1;0;226.883333333333
1;1;0;1;1;0;1;1;1;1;0;0;230.943333333333
1;1;0;1;0;1;0;0;0;1;1;0;219.746666666667
1;1;0;1;0;1;0;0;1;1;0;0;217.9
1;1;0;0;0;0;1;0;0;1;1;0;203.53
1;1;0;1;1;1;0;0;0;0;0;0;224.326666666667
1;1;0;1;1;1;0;0;0;0;1;0;225.34
1;1;0;1;1;1;0;0;1;0;0;0;232.143333333333
1;1;0;1;0;1;1;0;0;1;0;0;220.37
1;1;0;1;0;1;1;0;1;0;1;0;221.86
1;1;0;1;1;1;1;0;0;0;0;0;223.773333333333
1;1;0;1;1;1;1;1;0;1;1;0;231.326666666667
1;1;0;0;0;0;1;0;1;0;1;0;201.47
1;1;1;0;0;0;0;0;1;1;1;0;225.62
1;1;1;0;0;0;0;1;0;1;0;0;227.78
1;1;1;0;0;0;0;1;0;1;1;0;226.566666666667
1;1;1;0;0;0;0;1;1;1;1;0;229.79
1;1;1;0;0;0;1;0;0;1;0;0;227.393333333333
1;1;0;0;0;0;1;1;1;1;0;0;204.73
1;1;1;0;0;1;1;1;1;0;0;0;228.563333333333
1;1;1;1;0;0;0;0;1;1;1;0;241.7
1;1;1;1;0;0;0;1;1;0;0;0;242.786666666667
1;1;1;1;0;1;1;0;0;1;1;0;242.736666666667
1;1;1;1;0;1;1;1;1;0;0;0;244.606666666667
1;1;1;1;0;1;1;1;1;1;1;0;247.166666666667
1;1;1;0;1;0;0;1;0;0;0;0;239.976666666667
1;1;1;1;1;0;0;0;0;0;0;0;244.03
1;1;1;1;1;0;0;0;0;0;1;0;244.91
1;1;1;1;1;0;1;0;1;1;0;0;249.566666666667
1;1;1;1;1;0;0;1;1;1;1;0;252.58
1;1;1;0;1;1;0;0;0;0;0;0;257.513333333333
1;1;1;0;1;1;0;0;0;1;0;0;237.496666666667
1;1;1;0;1;1;0;0;1;1;1;0;236.84
1;1;1;0;1;1;0;1;0;0;0;0;240.826666666667
1;1;1;1;1;1;0;0;0;0;1;0;246.733333333333
1;1;1;0;1;1;1;0;0;0;0;0;257.54
1;1;1;1;1;1;1;0;0;0;0;0;243.283333333333
1;1;1;1;1;1;1;0;1;1;0;0;251.013333333333
1;1;1;1;1;1;1;0;1;1;1;0;255.873333333333
1;1;1;0;1;1;1;1;0;1;1;0;239.51
1;1;1;1;1;1;1;1;0;0;0;0;244.253333333333
1;1;1;1;1;1;1;1;0;1;1;0;257.17
1;1;1;1;1;1;1;1;1;0;0;0;241.693333333333
1;1;1;0;1;1;1;1;1;1;0;0;255.623333333333
1;1;0;0;0;1;0;1;0;1;0;0;203.56
1;1;1;1;1;1;1;1;1;1;0;0;240.543333333333
1;1;1;1;1;1;1;1;1;1;1;0;245.343333333333
1;1;0;0;0;0;0;0;1;1;0;1;213.533333333333
1;1;0;0;0;0;0;1;1;0;0;1;215.13
1;1;0;0;0;0;0;1;1;0;1;1;215.293333333333
1;1;0;0;0;0;0;1;1;1;1;1;218.403333333333
1;1;0;0;0;0;1;0;1;0;0;1;219.306666666667
1;1;0;0;0;0;1;1;1;0;0;1;215.483333333333
1;1;0;0;0;1;0;1;1;1;0;1;218.036666666667
1;1;0;0;0;1;0;1;1;1;1;1;219.873333333333
1;1;0;0;0;1;1;1;1;0;0;0;204.513333333333
1;1;0;0;1;1;0;0;0;1;0;1;257.17
1;1;0;0;1;1;0;1;1;0;0;1;259.366666666667
1;1;0;0;1;0;1;0;1;1;1;1;260.413333333333
1;1;0;0;1;1;1;0;0;1;0;1;261.43
1;1;0;0;1;1;1;0;0;1;1;1;263.776666666667
1;1;0;0;1;0;1;1;0;0;0;1;265.69
1;1;0;0;1;1;1;1;1;0;1;1;263.186666666667
1;1;0;0;1;1;1;1;1;1;1;1;266.54
1;1;1;0;1;0;1;0;0;0;1;1;245.79
1;1;1;0;1;0;1;0;1;1;0;1;248.07
1;1;1;0;1;0;1;1;0;0;0;1;253.393333333333
1;1;1;0;1;0;1;1;0;1;1;1;254.266666666667
1;1;1;0;1;0;0;1;1;1;1;1;251.566666666667
1;1;1;0;1;0;1;1;1;1;1;1;254.59
1;1;1;0;1;1;0;0;0;0;0;1;239.963333333333
1;1;1;0;0;1;1;0;1;1;1;1;236.58
1;1;1;0;0;1;1;1;1;1;0;1;253.47
1;1;1;0;0;1;1;1;1;1;1;1;252.623333333333
1;1;1;0;1;1;1;1;1;1;1;1;241.226666666667
1;1;0;1;0;1;0;0;0;1;0;1;232.47
1;1;1;1;0;0;0;1;0;1;1;1;250.866666666667
1;1;1;1;0;1;0;1;0;1;1;1;253.49
1;1;1;1;0;1;0;1;1;0;1;1;249.41
1;1;1;1;0;1;1;0;1;0;1;1;248.903333333333
1;1;1;1;0;1;1;0;1;1;1;1;254.123333333333
1;1;1;1;0;1;1;1;1;0;0;1;252.873333333333
1;1;1;1;0;1;1;1;1;0;1;1;250.48
1;1;1;1;0;0;1;1;1;1;1;1;252.77
1;1;1;1;0;1;1;1;1;1;1;1;255.43
1;1;0;1;1;0;0;1;0;1;1;1;251.236666666667
1;1;0;1;1;0;1;0;1;0;1;1;246.653333333333
1;1;1;1;1;0;1;0;0;0;0;1;266.096666666667
1;1;1;1;1;0;1;0;1;0;0;1;266.45
1;1;1;1;1;0;0;1;0;1;1;1;262.663333333333
1;1;1;1;1;0;1;1;0;1;1;1;268.796666666667
1;1;1;1;1;0;1;1;1;1;0;1;263.716666666667
1;1;1;1;1;0;1;1;1;1;1;1;268.416666666667
1;1;0;1;1;1;0;0;0;0;0;1;269.516666666667
1;1;0;0;1;0;1;0;0;0;1;0;209.583333333333
1;1;1;1;1;1;0;1;0;1;0;1;262.22
1;1;1;1;1;1;0;1;0;1;1;1;268.41
1;1;1;1;1;1;0;1;1;0;1;1;261.363333333333
1;1;1;1;1;1;0;1;1;1;1;1;267.316666666667
1;1;0;1;1;1;1;0;0;1;0;1;249.74
