root;encryption;compression;compressionBzip2;compressionGzip;compressionLzo;compressionZpaq;compressionLrzip;level;level1;level2;level3;level4;level5;level6;level7;level8;level9;unlimitedWindowSize;disableCompressibilityTesting;Performance
1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;91570
1;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;92590
1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;109300
1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;127760
1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;145950
1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;187730
1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;198100
1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;50740
1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;51040
1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;47370
1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;47570
1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;48640
1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;50250
1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;52700
1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;52920
1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;52010
1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;672520
1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;671740
1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;675720
1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;2271260
1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;2263060
1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;2271620
1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;2279890
1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;5768350
1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;5754200
1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;221550
1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;212659
1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;89450
1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;60110
1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;680540
1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;52650
1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;49450
1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;53530
1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;57850
1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;59380
1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;58470
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;56940
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;59060
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;58760
1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;212530
1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;209160
1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;283850
1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;338900
1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;339880
1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;383300
1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1060630
1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1178530
1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;828500
1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;208010
1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;215150
1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;223090
1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;232880
1;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;239080
1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;248560
1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;257790
1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;262750
1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;266990
1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;77430
1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;81420
1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;91630
1;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;94420
1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;107250
1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;126550
1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;145660
1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;186750
1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;193590
1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;49440
1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;51360
1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;47910
1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;46750
1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;49160
1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;50200
1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;52880
1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;53450
1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;52040
1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;672970
1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;671500
1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;673650
1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;2271210
1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;2264750
1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;2267790
1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;2275100
1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;5565990
1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;5578370
1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;220780
1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;214970
1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;89180
1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;64910
1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;680310
1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;54530
1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;53870
1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;53750
1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;57800
1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;52070
1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;56570
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;56650
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;57660
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;57250
1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;211900
1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;207830
1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;77620
1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;50590
1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;678540
1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;42130
1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;42170
1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;37470
1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;41880
1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;45160
1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;44970
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;47280
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;46170
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;48000
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;53990
